Size 955,2
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.477810997209748481e-09,-1.686135416444144456e-06
-2.346136726030714975e-08,5.992446661557018573e-07
3.129256326335779389e-08,-2.411419906484819788e-08
2.808230915325633020e-08,-1.886746538645259037e-08
3.037176125205824018e-08,-1.642415447028119125e-06
1.079837128290939748e-06,-4.818531418870223807e-07
2.817025079936708838e-08,7.073364696103438043e-10
2.295702844406633734e-08,1.654127853514043662e-09
1.119863589517376214e-06,-4.004118500958821817e-07
3.873683756717449203e-07,3.152235950513423768e-07
1.278576660052359824e-08,4.557523572022930754e-09
-2.082273934224515632e-09,1.654521854234641504e-09
2.804856740851963967e-07,4.033768337289345341e-07
-2.851758131138753430e-07,4.223004107387735815e-07
-5.274947592678464678e-09,1.892440140470651226e-09
-1.025055808813641686e-08,1.517674120276477202e-09
-3.919874115404416263e-07,3.331784346131368228e-07
-1.149224963648094098e-06,-4.152728333854180354e-07
-9.378978466393331455e-09,-1.971672124726544193e-08
-1.675087874012686400e-08,-2.315511889996244375e-08
-1.109990738815783181e-06,-4.952819543817854031e-07
-2.341670005830085177e-08,-1.641980866429143692e-06
1.714060874847085865e-08,0.000000000000000000e+00
2.177572601406429842e-08,0.000000000000000000e+00
2.025227977076229025e-08,0.000000000000000000e+00
1.816812291385639900e-08,0.000000000000000000e+00
1.263852075068286090e-08,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.198440212273575515e-08,-1.682618847972773150e-06
5.494643249740546698e-08,-1.677178070315677189e-06
7.331589012767125537e-08,-1.673115413086625662e-06
9.128744293071921090e-08,-1.669713057242845099e-06
1.107044317198953383e-07,-1.666476579788299586e-06
1.332825553710024593e-07,-1.662653480850918499e-06
1.604126420988938960e-07,-1.657229704731487021e-06
1.931435363279575086e-07,-1.649152700863624173e-06
2.321126119041536203e-07,-1.637130207211636217e-06
2.775630254412390697e-07,-1.620137767187054786e-06
3.295515627338147495e-07,-1.596889598021411377e-06
3.883161589544826354e-07,-1.566313211945198245e-06
4.550325623686348746e-07,-1.528845160769022908e-06
5.268416752800661096e-07,-1.482040852366166965e-06
6.055370570375739840e-07,-1.422656320751134524e-06
6.855184164485099126e-07,-1.353699601251250712e-06
7.678185495466009818e-07,-1.273065346448277162e-06
8.474224682369901901e-07,-1.183593957327315957e-06
9.228705274357942266e-07,-1.086149685456702791e-06
9.922802895569362114e-07,-9.833914965397290171e-07
1.053412541021705021e-06,-8.779202628951138328e-07
1.104380513841261796e-06,-7.728936750182114974e-07
1.143175698696319801e-06,-6.721415117996563934e-07
1.168567728747114987e-06,-5.802770203620488230e-07
1.179018679445747017e-06,-5.041750016555067576e-07
1.179429491769627503e-06,-4.443960052615829872e-07
1.169812688804687309e-06,-4.054464216239482999e-07
1.154948633034297919e-06,-3.899922791424655637e-07
1.140575314719720674e-06,-3.946610134837573347e-07
1.128880589597974450e-06,-4.121097823910733174e-07
1.121086335148593966e-06,-4.374326218349143924e-07
1.117807095981753245e-06,-4.658791585561417191e-07
1.118868217811045062e-06,-4.930943988422628772e-07
1.123486782085698383e-06,-5.152570212520246110e-07
1.130363591891818936e-06,-5.291955002541513181e-07
1.137875516861227799e-06,-5.324380643340077361e-07
1.144049783714713521e-06,-5.233024708847937759e-07
1.147038537468165612e-06,-5.008617329328228091e-07
1.144729804849122721e-06,-4.649703950401567376e-07
1.135633171258970080e-06,-4.162003694406803751e-07
1.118025223374105702e-06,-3.554377599476463088e-07
1.090751977538645584e-06,-2.834598810616080582e-07
1.054977458408998995e-06,-2.001663754202397839e-07
1.007487503511044807e-06,-1.103004499136369636e-07
9.461575313145568425e-07,-1.300401571282972206e-08
8.742558682020731971e-07,8.409377739037764318e-08
7.922734752038525002e-07,1.800387982792495807e-07
7.026494504115643875e-07,2.695662271647610599e-07
6.103156920744497143e-07,3.485408463665796811e-07
5.168060414966225825e-07,4.151924568384856068e-07
4.328636443754956444e-07,4.650835826244184511e-07
3.554085353757920007e-07,5.054944688729949474e-07
2.894640336195976305e-07,5.335619907411793858e-07
2.319890889026009839e-07,5.539845652498845968e-07
1.847143386276628264e-07,5.700347082118154726e-07
1.445359629480322153e-07,5.814853100492633649e-07
1.101214289658224637e-07,5.893168941943700217e-07
8.071244978559978096e-08,5.944697193428576969e-07
5.576502619405112397e-08,5.975178105745470171e-07
3.468561253887287074e-08,5.991307872387004373e-07
1.686509798126856181e-08,5.997430640912576287e-07
1.672721879915121022e-09,5.997854040382386176e-07
-1.154472091059192253e-08,5.995436050384208138e-07
-3.477697222508946867e-08,5.989944461836153289e-07
-4.621265777705185755e-08,5.988096709094232970e-07
-5.852052054619394704e-08,5.986204668655933375e-07
-7.249380710206061632e-08,5.982606131512241919e-07
-8.895949658632258067e-08,5.974037458327795220e-07
-1.087704011697894344e-07,5.956557768239164172e-07
-1.327953633714104599e-07,5.923587988869940285e-07
-1.618756623722161130e-07,5.868814187171672127e-07
-1.970944017771177923e-07,5.781790846939738478e-07
-2.401588686364470811e-07,5.650940494718390779e-07
-2.948185622928433381e-07,5.477701957749616204e-07
-3.594471362200865224e-07,5.224940974623919518e-07
-4.375495251896864322e-07,4.834500891854321449e-07
-5.227566146106093788e-07,4.340110036644668989e-07
-6.183380869700635916e-07,3.668299843556435165e-07
-7.130272957351221148e-07,2.866540240629472814e-07
-8.053461892649529527e-07,1.951365953263336263e-07
-8.899651150402938163e-07,9.672793903309034271e-08
-9.644385095678257582e-07,-3.238313449586080912e-09
-1.028098840230421948e-06,-1.036396354659176655e-07
-1.077626829340599446e-06,-1.966807733186063972e-07
-1.115109390259423423e-06,-2.831522885691844675e-07
-1.143822143797968907e-06,-3.581754908029631930e-07
-1.162562012411901900e-06,-4.218094960315533153e-07
-1.172495160001210214e-06,-4.732268727412489531e-07
-1.175375057660395428e-06,-5.114922958915302315e-07
-1.172718186000121886e-06,-5.359927604885625989e-07
-1.166680017473099477e-06,-5.468455394097771961e-07
-1.159146280536185837e-06,-5.449634696447132133e-07
-1.152134790226718896e-06,-5.320255018358588013e-07
-1.147308222499072637e-06,-5.105113390812906751e-07
-1.146003693667557327e-06,-4.836074900850810462e-07
-1.149038294442260813e-06,-4.551563457073485688e-07
-1.156613469470126701e-06,-4.295366336295442503e-07
-1.168141161208599022e-06,-4.115222910768845660e-07
-1.182416957051733486e-06,-4.060393941111947534e-07
-1.197282655654635165e-06,-4.205003193968840959e-07
-1.206951344502241565e-06,-4.583192330574800934e-07
-1.206441526563269577e-06,-5.166400329973284712e-07
-1.196032739446602284e-06,-5.904588053989765138e-07
-1.171396943348312173e-06,-6.791555328506074725e-07
-1.133894400276630026e-06,-7.764229636355517581e-07
-1.084667632906872090e-06,-8.778836232535628964e-07
-1.025598302284597307e-06,-9.799147138633231260e-07
-9.584359749717467484e-07,-1.079534154183607533e-06
-8.852603722188440381e-07,-1.174307429663421485e-06
-8.078582801061492062e-07,-1.261799732986073846e-06
-7.275104756206144860e-07,-1.341113931373134096e-06
-6.487664966462606748e-07,-1.409674841531285886e-06
-5.707790094265395191e-07,-1.469277175335268724e-06
-4.986316397216992574e-07,-1.517193001920866244e-06
-4.307578678300821427e-07,-1.556286406792435593e-06
-3.697894965906874811e-07,-1.588743176359175484e-06
-3.147145878964169865e-07,-1.614132671292901839e-06
-2.653765357719464827e-07,-1.633385306271041394e-06
-2.217964254994674194e-07,-1.647626940380191593e-06
-1.838452273598350203e-07,-1.657740735441834924e-06
-1.510623587024376813e-07,-1.664860945026467484e-06
-1.226422127140481082e-07,-1.669901768238706536e-06
-9.750301319066120423e-08,-1.673761094826592426e-06
-7.430191931678601750e-08,-1.677108352632364958e-06
-5.161992594075179688e-08,-1.680408701998380526e-06
-2.594159225897321377e-08,-1.684367934442857052e-06
2.978090682654781303e-08,-1.891432790304309172e-08
4.173239944721415018e-08,-4.127786313288031865e-08
6.679772157579632892e-08,-6.534057041915807005e-08
1.050151662972124107e-07,-9.217161959702195550e-08
1.510003622157000685e-07,-1.198251825906563510e-07
2.063084033513239379e-07,-1.492968758967399772e-07
2.670472367491862735e-07,-1.789684517812977507e-07
3.337881811014662279e-07,-2.094864992787213637e-07
4.037904265501996755e-07,-2.396579578690263337e-07
4.768187553431429873e-07,-2.698237002207293133e-07
5.511773998711006251e-07,-2.991725579839247040e-07
6.259323269993919010e-07,-3.277758166367113352e-07
7.003227421153341312e-07,-3.551691467041685016e-07
7.728274777305839947e-07,-3.811878464128774840e-07
8.434919165913604526e-07,-4.056655430651413708e-07
9.103244268762261258e-07,-4.283077388902201947e-07
9.744973331623583336e-07,-4.494181547643754331e-07
1.032444724307856119e-06,-4.668237445791700236e-07
1.035105001099333122e-06,-5.541172887723689489e-07
9.834343451464805286e-07,-6.408410473327766920e-07
9.250123481644024677e-07,-7.374418553507691782e-07
8.603789001771012078e-07,-8.390419324411621765e-07
7.907146689941466455e-07,-9.416607504168487861e-07
7.171237596234346546e-07,-1.042216396177764396e-06
6.427303561494875573e-07,-1.137491188884850346e-06
5.682052890026325132e-07,-1.226902376592491709e-06
4.973966966902009583e-07,-1.306173272321221482e-06
4.295306540827404535e-07,-1.377302038501090410e-06
3.691887492496327335e-07,-1.436581820323801268e-06
3.133075826109938835e-07,-1.487942544918294608e-06
2.647702708505182045e-07,-1.527058087894031695e-06
2.217528537497104862e-07,-1.559207602120443936e-06
1.848304778777808301e-07,-1.584983202376419447e-06
1.537752441127266888e-07,-1.604909825149404585e-06
1.279447586067902572e-07,-1.619909784705628912e-06
1.063042874922887121e-07,-1.630659316258419507e-06
8.743299006682738196e-08,-1.637887327520145677e-06
6.960415161708958566e-08,-1.642078977025175294e-06
5.071894376778582595e-08,-1.643544589158207632e-06
4.088278310513491710e-08,-1.602221948654881917e-06
5.138795299942412832e-08,-1.553012193572351884e-06
6.163920894871725448e-08,-1.489178019239563852e-06
7.124872973148717245e-08,-1.415841919077423024e-06
8.021462821219541946e-08,-1.329418511374322336e-06
8.805795716191606167e-08,-1.234967656784656615e-06
9.490722254631948442e-08,-1.130164734862851046e-06
1.001497407195642461e-07,-1.019596065795039065e-06
1.040456591590900966e-07,-9.025885912381506802e-07
1.058509680572123267e-07,-7.828799696187551590e-07
1.059572233198761448e-07,-6.618242639412030912e-07
1.034890184608789979e-07,-5.419340583566164741e-07
9.896914927562817604e-08,-4.269669396679773602e-07
9.139051326224946831e-08,-3.178355204227522850e-07
8.141124941060929642e-08,-2.210737218862537543e-07
6.789066850134315350e-08,-1.355918364346433116e-07
5.156487558117981355e-08,-7.126242105065432883e-08
2.537042101176559211e-08,8.370113033986703682e-10
2.178989375556126127e-08,1.964088846687516807e-09
2.029371321351655556e-08,-4.619676625101228683e-10
1.818944922948046809e-08,-5.880904078873884800e-09
1.732396185786745582e-08,-1.260759894176783883e-08
1.835900001901642153e-08,-1.862648178268874318e-08
2.187288578359864631e-08,-2.354208978194463128e-08
2.905484569495505842e-08,-2.482701462167936418e-08
3.957164143265339814e-08,-2.316573860417786412e-08
5.496856219485247836e-08,-1.572050036352952921e-08
7.417477529859232750e-08,-4.009989356845107260e-09
9.891262171597584926e-08,1.486627140862075167e-08
1.275532280735854155e-07,3.880205268270796885e-08
1.618159572085268863e-07,7.051527777251855105e-08
1.996818008658486626e-07,1.075504867075879079e-07
2.427285796230283452e-07,1.521848525468412696e-07
2.889395880623465280e-07,2.020717613253233498e-07
3.383319279974508463e-07,2.585214772549820361e-07
4.677844141864215174e-07,2.341201402191057311e-07
5.528723418408436464e-07,1.484810831544924051e-07
6.399856399259402188e-07,5.661525974415101612e-08
7.256202264893888308e-07,-3.687700682160843463e-08
8.049617884205488975e-07,-1.283615073161837738e-07
8.781166355020050879e-07,-2.160664108637404097e-07
9.402844030981418797e-07,-2.940450745765788087e-07
9.950608142525055567e-07,-3.644772285296779139e-07
1.036165803289457061e-06,-4.223168833054196012e-07
1.069599165649379011e-06,-4.692027357882482397e-07
1.096028808632112808e-06,-5.034059574987220186e-07
1.116032992001809497e-06,-5.243150490247830848e-07
1.130895332270475040e-06,-5.320703879569850237e-07
1.141569901065254342e-06,-5.275662582190200986e-07
1.149188173091106783e-06,-5.125382277824847316e-07
1.154495415678084297e-06,-4.894945316822629065e-07
1.157916765942145747e-06,-4.616988353602712971e-07
1.159343547948413639e-06,-4.330656568872473363e-07
1.158065435692114066e-06,-4.080127757601796379e-07
1.152542550968042359e-06,-3.913770881964235783e-07
1.140756887643257297e-06,-3.881907547535928975e-07
1.061141550676077183e-06,-3.717019055232423757e-07
1.004368625069629366e-06,-3.455826299131398544e-07
9.433748880704027375e-07,-3.173284170565866961e-07
8.784660696980179200e-07,-2.885475242191138622e-07
8.093723759823624352e-07,-2.589606500420945327e-07
7.379668616549699522e-07,-2.294075970603713527e-07
6.642705182786334250e-07,-1.997215206885212388e-07
5.896081800270103578e-07,-1.706725453328030033e-07
5.148713203992283080e-07,-1.423272860797323559e-07
4.407721287273714238e-07,-1.152969985116844998e-07
3.691607699072261146e-07,-8.991744775828521973e-08
3.000257956211933835e-07,-6.660759877823357707e-08
2.362876523977001398e-07,-4.600794361393675519e-08
1.770983145013801787e-07,-2.830739084418281228e-08
1.265584410104112781e-07,-1.449558776831607304e-08
8.292932961466984318e-08,-4.527580139963506855e-09
5.148670419240609625e-08,4.307703578344599781e-10
4.627848595931951253e-09,4.593667585508138513e-09
